Tweet_ID,Timestamp,User_name,Location,Language,Tweet_text,Hashtags,ReTweets,Likes,Sentiment,cleaned_text
104588,2025-06-08 05:07:00,@gangulynavya,Kerala,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,"#मौसम,#दिल्ली",43,99,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
104589,2025-06-08 05:07:00,@aarna60,West Bengal,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,#ಬೆಂಗಳೂರು,63,20,Neutral,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.
104590,2025-06-08 05:07:00,@siyadave,Odisha,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,"#ಸಿನಿಮಾ,#ಮಳೆ",96,172,Neutral,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.
104591,2025-06-08 05:07:00,@tooradah,Tamil Nadu,English,Traffic is crazy in Bangalore today.,"#policy,#weekend",74,90,Negative,Traffic is crazy in Bangalore today.
104592,2025-06-08 05:08:00,@sundaramkartik,West Bengal,Hindi,आज मौसम बहुत अच्छा है।,#फिल्म,97,97,Neutral,आज मौसम बहुत अच्छा है।
104593,2025-06-08 05:08:00,@romil98,Kerala,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#मौसम,46,126,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
104594,2025-06-08 05:08:00,@raniasura,Gujarat,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,#ಮಳೆ,67,122,Neutral,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.
104595,2025-06-08 05:08:00,@groverkaira,Odisha,unknown,Enjoying the weekend vibes!,#policy,17,55,Positive,Enjoying the weekend vibes!
104596,2025-06-08 05:09:00,@wchokshi,Maharashtra,English,Traffic is crazy in Bangalore today.,"#traffic,#weekend",38,76,Negative,Traffic is crazy in Bangalore today.
104597,2025-06-08 05:09:00,@vdevan,West Bengal,Hindi,मैं फिल्म देखने गया था।,#दिल्ली,26,186,Neutral,मैं फिल्म देखने गया था।
104598,2025-06-08 05:09:00,@raghavkrishna,Maharashtra,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಸಿನಿಮಾ,#ಮಳೆ",58,106,Neutral,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.
104599,2025-06-08 05:09:00,@ramakrishnanyakshit,Kerala,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,"#ಮಳೆ,#ಸಿನಿಮಾ",23,75,Neutral,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.
104600,2025-06-08 05:10:00,@parinaazdhar,West Bengal,English,The new policy is disappointing.,#traffic,68,188,Negative,The new policy is disappointing.
104601,2025-06-08 05:10:00,@aarush63,Karnataka,Hindi,आज मौसम बहुत अच्छा है।,"#दिल्ली,#फिल्म",32,99,Neutral,आज मौसम बहुत अच्छा है।
104602,2025-06-08 05:10:00,@srinivaszeeshan,Rajasthan,Hindi,मैं फिल्म देखने गया था।,"#फिल्म,#दिल्ली",2,55,Neutral,मैं फिल्म देखने गया था।
104603,2025-06-08 05:10:00,@raghavdeol,Karnataka,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#मौसम,35,138,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
104604,2025-06-08 05:11:00,@yram,Odisha,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,#ಬೆಂಗಳೂರು,29,176,Neutral,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.
104605,2025-06-08 05:11:00,@divit33,Delhi,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,#ಸಿನಿಮಾ,99,180,Neutral,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.
104606,2025-06-08 05:11:00,@savantshaan,Rajasthan,English,The new policy is disappointing.,#weekend,7,98,Negative,The new policy is disappointing.
104607,2025-06-08 05:11:00,@chiragramesh,Maharashtra,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#दिल्ली,5,67,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
104608,2025-06-08 05:12:00,@samiha97,Maharashtra,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,#ಸಿನಿಮಾ,10,139,Neutral,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.
104609,2025-06-08 05:12:00,@mravi,Delhi,Hindi,आज मौसम बहुत अच्छा है।,#फिल्म,35,122,Neutral,आज मौसम बहुत अच्छा है।
104610,2025-06-08 05:12:00,@hrishita67,Maharashtra,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,#ಮಳೆ,68,29,Neutral,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.
104611,2025-06-08 05:12:00,@gargshlok,Jharkhand,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,"#फिल्म,#मौसम",61,85,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
104612,2025-06-08 05:13:00,@shray72,Rajasthan,unknown,Enjoying the weekend vibes!,"#traffic,#weekend",36,148,Positive,Enjoying the weekend vibes!
104613,2025-06-08 05:13:00,@vvarma,Delhi,unknown,Enjoying the weekend vibes!,#weekend,17,27,Positive,Enjoying the weekend vibes!
104614,2025-06-08 05:13:00,@icheema,Gujarat,Hindi,आज मौसम बहुत अच्छा है।,#दिल्ली,52,85,Neutral,आज मौसम बहुत अच्छा है।
104615,2025-06-08 05:13:00,@parihayer,Punjab,Hindi,मैं फिल्म देखने गया था।,#फिल्म,68,169,Neutral,मैं फिल्म देखने गया था।
104616,2025-06-08 05:14:00,@yuvaan09,Tamil Nadu,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಮಳೆ,#ಬೆಂಗಳೂರು",80,175,Neutral,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.
104617,2025-06-08 05:14:00,@ravalaradhya,West Bengal,unknown,Enjoying the weekend vibes!,"#policy,#traffic",25,24,Positive,Enjoying the weekend vibes!
104618,2025-06-08 05:14:00,@dharmajan38,Telangana,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,"#ಬೆಂಗಳೂರು,#ಸಿನಿಮಾ",22,190,Neutral,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.
104619,2025-06-08 05:14:00,@romil45,Punjab,Hindi,आज मौसम बहुत अच्छा है।,"#फिल्म,#दिल्ली",52,55,Neutral,आज मौसम बहुत अच्छा है।
104620,2025-06-08 05:15:00,@dsandal,Punjab,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#मौसम,27,134,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
104621,2025-06-08 05:15:00,@brahmbhattmisha,Gujarat,English,Traffic is crazy in Bangalore today.,#weekend,21,178,Negative,Traffic is crazy in Bangalore today.
104622,2025-06-08 05:15:00,@mishagoda,Jharkhand,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,#ಸಿನಿಮಾ,1,127,Neutral,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.
104623,2025-06-08 05:15:00,@wjohal,Assam,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,"#ಬೆಂಗಳೂರು,#ಮಳೆ",87,178,Neutral,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.
104624,2025-06-08 05:16:00,@shethraunak,West Bengal,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಮಳೆ,#ಸಿನಿಮಾ",15,61,Neutral,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.
104625,2025-06-08 05:16:00,@ydalal,Assam,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,"#ಬೆಂಗಳೂರು,#ಮಳೆ",5,79,Neutral,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.
104626,2025-06-08 05:16:00,@uthkarshraman,Telangana,English,Traffic is crazy in Bangalore today.,#policy,86,41,Negative,Traffic is crazy in Bangalore today.
104627,2025-06-08 05:16:00,@bavavivaan,Gujarat,unknown,Enjoying the weekend vibes!,"#weekend,#traffic",28,87,Positive,Enjoying the weekend vibes!
104628,2025-06-08 05:17:00,@lakshitbhakta,Punjab,unknown,Enjoying the weekend vibes!,#traffic,75,140,Positive,Enjoying the weekend vibes!
104629,2025-06-08 05:17:00,@jayesh26,Punjab,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಬೆಂಗಳೂರು,#ಮಳೆ",80,39,Neutral,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.
104630,2025-06-08 05:17:00,@wgoda,Assam,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,"#ಮಳೆ,#ಬೆಂಗಳೂರು",34,17,Neutral,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.
104631,2025-06-08 05:17:00,@aainayohannan,Gujarat,English,Traffic is crazy in Bangalore today.,#weekend,8,161,Negative,Traffic is crazy in Bangalore today.
104632,2025-06-08 05:18:00,@samar51,Rajasthan,unknown,Enjoying the weekend vibes!,"#weekend,#policy",13,180,Positive,Enjoying the weekend vibes!
104633,2025-06-08 05:18:00,@damini88,Assam,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,#ಬೆಂಗಳೂರು,4,31,Neutral,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.
104634,2025-06-08 05:18:00,@zchowdhury,Kerala,English,Traffic is crazy in Bangalore today.,"#policy,#weekend",33,25,Negative,Traffic is crazy in Bangalore today.
104635,2025-06-08 05:18:00,@dshukla,Maharashtra,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,"#ಬೆಂಗಳೂರು,#ಮಳೆ",40,99,Neutral,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.
104636,2025-06-08 05:19:00,@alisha22,Rajasthan,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,#ಮಳೆ,98,120,Neutral,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.
104637,2025-06-08 05:19:00,@adhawan,Bihar,unknown,Enjoying the weekend vibes!,"#traffic,#policy",75,109,Positive,Enjoying the weekend vibes!
104638,2025-06-08 05:19:00,@tarini72,Delhi,English,Traffic is crazy in Bangalore today.,"#weekend,#traffic",80,71,Negative,Traffic is crazy in Bangalore today.
104639,2025-06-08 05:19:00,@handakavya,Maharashtra,English,The new policy is disappointing.,#traffic,58,123,Negative,The new policy is disappointing.
104640,2025-06-08 05:20:00,@akadakia,West Bengal,English,The new policy is disappointing.,"#traffic,#policy",51,130,Negative,The new policy is disappointing.
104641,2025-06-08 05:20:00,@myraatwal,Punjab,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,#ಮಳೆ,60,49,Neutral,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.
104642,2025-06-08 05:20:00,@hiranramaswamy,Odisha,Hindi,मैं फिल्म देखने गया था।,#दिल्ली,17,30,Neutral,मैं फिल्म देखने गया था।
104643,2025-06-08 05:20:00,@ramkaira,Uttar Pradesh,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#फिल्म,1,180,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
104644,2025-06-08 05:21:00,@uapte,Delhi,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,#ಸಿನಿಮಾ,82,43,Neutral,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.
104645,2025-06-08 05:21:00,@ivanmane,Punjab,unknown,Enjoying the weekend vibes!,#traffic,67,184,Positive,Enjoying the weekend vibes!
104646,2025-06-08 05:21:00,@fsani,Delhi,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಸಿನಿಮಾ,#ಮಳೆ",93,60,Neutral,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.
104647,2025-06-08 05:21:00,@akarsh96,Rajasthan,Hindi,मैं फिल्म देखने गया था।,"#मौसम,#फिल्म",69,25,Neutral,मैं फिल्म देखने गया था।
104648,2025-06-08 05:22:00,@ishaankarnik,Uttar Pradesh,unknown,Enjoying the weekend vibes!,"#weekend,#policy",97,141,Positive,Enjoying the weekend vibes!
104649,2025-06-08 05:22:00,@samaira32,Odisha,Hindi,आज मौसम बहुत अच्छा है।,#मौसम,35,62,Neutral,आज मौसम बहुत अच्छा है।
104650,2025-06-08 05:22:00,@msawhney,Kerala,Hindi,आज मौसम बहुत अच्छा है।,"#दिल्ली,#फिल्म",89,23,Neutral,आज मौसम बहुत अच्छा है।
104651,2025-06-08 05:22:00,@hansh41,Kerala,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,"#ಸಿನಿಮಾ,#ಮಳೆ",53,70,Neutral,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.
104652,2025-06-08 05:23:00,@chauhankashvi,Telangana,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,"#ಮಳೆ,#ಬೆಂಗಳೂರು",44,49,Neutral,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.
104653,2025-06-08 05:23:00,@pkarpe,Telangana,English,Traffic is crazy in Bangalore today.,#policy,4,81,Negative,Traffic is crazy in Bangalore today.
104654,2025-06-08 05:23:00,@ydara,Jharkhand,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#दिल्ली,41,23,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
104655,2025-06-08 05:23:00,@anahikrishna,Rajasthan,English,Traffic is crazy in Bangalore today.,#traffic,22,98,Negative,Traffic is crazy in Bangalore today.
104656,2025-06-08 05:24:00,@surilavanya,Bihar,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,#ಮಳೆ,25,81,Neutral,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.
104657,2025-06-08 05:24:00,@indranil37,Karnataka,Hindi,मैं फिल्म देखने गया था।,"#मौसम,#फिल्म",81,44,Neutral,मैं फिल्म देखने गया था।
104658,2025-06-08 05:24:00,@aggarwalsiya,West Bengal,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,"#ಸಿನಿಮಾ,#ಬೆಂಗಳೂರು",74,169,Neutral,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.
104659,2025-06-08 05:24:00,@sanghviparinaaz,Punjab,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#मौसम,44,59,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
104660,2025-06-08 05:25:00,@hverma,Maharashtra,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,"#ಮಳೆ,#ಬೆಂಗಳೂರು",8,160,Neutral,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.
104661,2025-06-08 05:25:00,@yvenkataraman,Assam,English,The new policy is disappointing.,#traffic,29,200,Negative,The new policy is disappointing.
104662,2025-06-08 05:25:00,@srinivaszeeshan,Uttar Pradesh,Hindi,आज मौसम बहुत अच्छा है।,"#फिल्म,#मौसम",0,96,Neutral,आज मौसम बहुत अच्छा है।
104663,2025-06-08 05:25:00,@saanvi81,Odisha,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#फिल्म,24,69,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
104664,2025-06-08 05:26:00,@kandaanya,Bihar,Hindi,आज मौसम बहुत अच्छा है।,#दिल्ली,66,137,Neutral,आज मौसम बहुत अच्छा है।
104665,2025-06-08 05:26:00,@dhingrazoya,Tamil Nadu,English,The new policy is disappointing.,#weekend,60,94,Negative,The new policy is disappointing.
104666,2025-06-08 05:26:00,@uthakkar,Odisha,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,"#ಬೆಂಗಳೂರು,#ಸಿನಿಮಾ",4,129,Neutral,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.
104667,2025-06-08 05:26:00,@gopalyakshit,Tamil Nadu,Hindi,मैं फिल्म देखने गया था।,"#मौसम,#दिल्ली",93,143,Neutral,मैं फिल्म देखने गया था।
104668,2025-06-08 05:27:00,@ykala,Kerala,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,#ಸಿನಿಮಾ,43,5,Neutral,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.
104669,2025-06-08 05:27:00,@benhunar,Jharkhand,Hindi,मैं फिल्म देखने गया था।,#दिल्ली,2,147,Neutral,मैं फिल्म देखने गया था।
104670,2025-06-08 05:27:00,@tara91,Rajasthan,Hindi,आज मौसम बहुत अच्छा है।,"#फिल्म,#दिल्ली",61,161,Neutral,आज मौसम बहुत अच्छा है।
104671,2025-06-08 05:27:00,@tejasjhaveri,Uttar Pradesh,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಸಿನಿಮಾ,#ಬೆಂಗಳೂರು",41,53,Neutral,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.
104672,2025-06-08 05:28:00,@hridaan37,West Bengal,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#दिल्ली,42,11,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
104673,2025-06-08 05:28:00,@prerakbava,Gujarat,Hindi,मैं फिल्म देखने गया था।,#फिल्म,25,1,Neutral,मैं फिल्म देखने गया था।
104674,2025-06-08 05:28:00,@nayantara17,Gujarat,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,"#ಬೆಂಗಳೂರು,#ಮಳೆ",65,116,Neutral,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.
104675,2025-06-08 05:28:00,@pshetty,Bihar,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,"#ಸಿನಿಮಾ,#ಬೆಂಗಳೂರು",48,132,Neutral,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.
104676,2025-06-08 05:29:00,@shlok47,Telangana,Hindi,मैं फिल्म देखने गया था।,"#फिल्म,#दिल्ली",2,104,Neutral,मैं फिल्म देखने गया था।
104677,2025-06-08 05:29:00,@vedika74,Jharkhand,English,The new policy is disappointing.,"#traffic,#policy",55,149,Negative,The new policy is disappointing.
104678,2025-06-08 05:29:00,@kimaya02,Rajasthan,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಸಿನಿಮಾ,#ಬೆಂಗಳೂರು",10,20,Neutral,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.
104679,2025-06-08 05:29:00,@elakshidhawan,Maharashtra,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಸಿನಿಮಾ,#ಬೆಂಗಳೂರು",43,100,Neutral,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.
104680,2025-06-08 05:30:00,@choudhrytushar,Karnataka,Hindi,मैं फिल्म देखने गया था।,"#दिल्ली,#फिल्म",83,86,Neutral,मैं फिल्म देखने गया था।
104681,2025-06-08 05:30:00,@riya44,West Bengal,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,"#ಮಳೆ,#ಸಿನಿಮಾ",62,169,Neutral,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.
104682,2025-06-08 05:30:00,@jiyaravel,Uttar Pradesh,Hindi,मैं फिल्म देखने गया था।,#मौसम,88,53,Neutral,मैं फिल्म देखने गया था।
104683,2025-06-08 05:30:00,@anika74,Karnataka,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,"#फिल्म,#दिल्ली",35,82,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
104684,2025-06-08 05:31:00,@shanayaswaminathan,Jharkhand,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,"#ಬೆಂಗಳೂರು,#ಸಿನಿಮಾ",90,147,Neutral,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.
104685,2025-06-08 05:31:00,@hunarramanathan,Delhi,Kannada,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.,"#ಬೆಂಗಳೂರು,#ಮಳೆ",91,191,Neutral,ನಾನು ಸಿನಿಮಾ ನೋಡುತ್ತಿದ್ದೇನೆ.
104686,2025-06-08 05:31:00,@veer43,Jharkhand,Hindi,आज मौसम बहुत अच्छा है।,"#मौसम,#दिल्ली",89,137,Neutral,आज मौसम बहुत अच्छा है।
104687,2025-06-08 05:31:00,@vargheselakshit,Uttar Pradesh,English,The new policy is disappointing.,"#weekend,#policy",4,33,Negative,The new policy is disappointing.
104688,2025-06-08 05:32:00,@hunar90,Kerala,Hindi,आज मौसम बहुत अच्छा है।,#फिल्म,90,125,Neutral,आज मौसम बहुत अच्छा है।
104689,2025-06-08 05:32:00,@tejas88,Jharkhand,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#दिल्ली,38,131,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
104690,2025-06-08 05:32:00,@nkhare,Punjab,Kannada,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.,"#ಮಳೆ,#ಬೆಂಗಳೂರು",31,194,Neutral,ಬೆಂಗಳೂರಿನಲ್ಲಿ today traffic ತುಂಬಾ ಇದೆ.
104691,2025-06-08 05:32:00,@shrayrout,West Bengal,English,Enjoying the weekend vibes!,#traffic,25,82,Positive,Enjoying the weekend vibes!
104692,2025-06-08 05:33:00,@khushivarkey,Odisha,unknown,Enjoying the weekend vibes!,#policy,10,5,Positive,Enjoying the weekend vibes!
104693,2025-06-08 05:33:00,@elakshi56,Punjab,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಸಿನಿಮಾ,#ಬೆಂಗಳೂರು",42,21,Neutral,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.
104694,2025-06-08 05:33:00,@ksabharwal,Assam,English,Traffic is crazy in Bangalore today.,#policy,37,164,Negative,Traffic is crazy in Bangalore today.
104695,2025-06-08 05:33:00,@echahal,Telangana,unknown,Enjoying the weekend vibes!,#traffic,58,89,Positive,Enjoying the weekend vibes!
104696,2025-06-08 05:34:00,@qamble,West Bengal,unknown,Enjoying the weekend vibes!,"#policy,#traffic",41,106,Positive,Enjoying the weekend vibes!
104697,2025-06-08 05:34:00,@gargmamooty,West Bengal,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,#ಸಿನಿಮಾ,27,64,Neutral,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.
104698,2025-06-08 05:34:00,@lagan32,West Bengal,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,"#मौसम,#दिल्ली",65,199,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
104699,2025-06-08 05:34:00,@mahika13,Maharashtra,unknown,Enjoying the weekend vibes!,#policy,68,18,Positive,Enjoying the weekend vibes!
104700,2025-06-08 05:35:00,@charvi79,Kerala,English,The new policy is disappointing.,#policy,56,173,Negative,The new policy is disappointing.
104701,2025-06-08 05:35:00,@trivedisiya,Telangana,Hindi,आज मौसम बहुत अच्छा है।,"#फिल्म,#मौसम",28,31,Neutral,आज मौसम बहुत अच्छा है।
104702,2025-06-08 05:35:00,@seherchaudhuri,Telangana,Hindi,मैं फिल्म देखने गया था।,"#दिल्ली,#फिल्म",54,44,Neutral,मैं फिल्म देखने गया था।
104703,2025-06-08 05:35:00,@nitya06,Tamil Nadu,unknown,Enjoying the weekend vibes!,#weekend,50,113,Positive,Enjoying the weekend vibes!
104704,2025-06-08 05:36:00,@galadishani,Punjab,unknown,Enjoying the weekend vibes!,#traffic,70,154,Positive,Enjoying the weekend vibes!
104705,2025-06-08 05:36:00,@deshmukhishita,Punjab,Hindi,मैं फिल्म देखने गया था।,"#दिल्ली,#फिल्म",34,175,Neutral,मैं फिल्म देखने गया था।
104706,2025-06-08 05:36:00,@surbhavin,Jharkhand,Hindi,दिल्ली की ट्रैफिक बहुत ज्यादा है।,#दिल्ली,64,182,Neutral,दिल्ली की ट्रैफिक बहुत ज्यादा है।
104707,2025-06-08 05:36:00,@hmander,Odisha,Hindi,आज मौसम बहुत अच्छा है।,"#मौसम,#दिल्ली",58,64,Neutral,आज मौसम बहुत अच्छा है।
104708,2025-06-08 05:37:00,@nirvaandave,West Bengal,Kannada,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.,"#ಬೆಂಗಳೂರು,#ಸಿನಿಮಾ",71,121,Neutral,ನಮ್ಮ ರಾಜ್ಯದಲ್ಲಿ ಮಳೆಯಾಗಿದೆ.
104709,2025-06-08 05:37:00,@prishasachdev,Jharkhand,Hindi,आज मौसम बहुत अच्छा है।,"#मौसम,#फिल्म",61,107,Neutral,आज मौसम बहुत अच्छा है।
